codice,nome,nome_en,pattern,gruppo_target,attrezzo,luogo,muscoli,livello,uso,zone_rischio,adattamento,alternativa,setup,esecuzione,errori,nota_sicurezza,surrogato_attrezzo,nota_surrogato,esecuzione_surrogato,errori_surrogato,gif_slug
EX585,Piegamenti presa stretta palla medica,Close grip medicine ball push up,spinta orizzontale,tricipiti,corpo libero;palla medica,casa;palestra,tricipiti;pettorali;core,intermedio;avanzato,principale,polsi;spalle,"polsi: se la posizione sulla palla e scomoda, esegui a mani a terra con presa stretta",EX584,"Entrambe le mani sulla palla medica sotto il petto, corpo in plank alto, gomiti vicini ai fianchi",Scendi controllando l'instabilita della palla;Gomiti stretti lungo il corpo;Spingi fino a estensione completa;Espira nella spinta,Palla che scivola per appoggio non centrato;Gomiti aperti;Perdere l'allineamento del bacino,L'instabilita della palla aggiunge lavoro al core ma riduce il carico massimo gestibile: non forzare le ripetizioni,,,,,piegamenti-presa-stretta-palla-medica
EX586,Curl hammer manubri panca verticale,Dumbbell Hammer Curl vertical bench,isolamento,bicipiti,manubri;panca,palestra;casa,bicipiti;brachiale;brachioradiale,intermedio,principale;finisher,gomito;polso,gomito: riduci il range e il carico se fastidio; evita di bloccare l'articolazione a fine movimento.,EX010,"Seduto su panca verticale, schiena aderente allo schienale, un manubrio per mano lungo i fianchi, presa neutra a martello","Fletti entrambi i gomiti simultaneamente portando i manubri verso le spalle, presa neutra;Eccentrica lenta 2-3 sec;Espira nello sforzo, inspira nel ritorno",Slancio del busto;Gomiti che avanzano;Range incompleto,Schiena aderente allo schienale per tutto il movimento; gomiti fermi lungo i fianchi,elastico,"Elastico a tubo sotto i piedi, un capo per mano, presa neutra a martello; seduto su sedia o panca con schienale",Fletti entrambi i gomiti simultaneamente verso le spalle mantenendo la presa neutra e l'elastico in tensione,Elastico troppo lasco a inizio movimento;Polsi che ruotano perdendo la presa neutra,curl-hammer-manubri-panca-verticale
EX587,Battle rope onde alternate,,cardio_metabolico,,battle rope,palestra,spalle;dorsali;core;avambracci;gambe,intermedio;avanzato,finisher,spalle;lombare,"spalle: onde più corte e basse, gomiti vicini al corpo. lombare: mezzo squat stabile, non flettere il busto in avanti",EX593,"In piedi in stance atletica, un capo di corda per mano, ginocchia morbide in mezzo squat, busto leggermente inclinato","Alza e abbassa le braccia alternate creando onde continue;Il bacino resta basso e fermo per tutta la serie;Il movimento parte dalle spalle, non dai polsi;Respiro ritmico e continuo",Busto che si raddrizza perdendo la posizione atletica;Onde che si spengono a metà serie;Movimento di solo polso;Spalle che salgono alle orecchie,"Se le spalle scaldano o il ritmo cala, chiudi la serie: la tecnica si perde prima della forza",,,,,battle-rope-onde-alternate
EX588,Boxe diretto al sacco,,cardio_metabolico,,sacco,palestra,spalle;pettorali;tricipiti;core;gambe,principiante;intermedio;avanzato,finisher,polsi;spalle,"polsi: fascia i polsi e riduci la potenza, colpisci di tocco. spalle: colpi più corti senza estendere del tutto il gomito",EX053,"Guardia di boxe davanti al sacco, piedi sfalsati, pugni all'altezza degli zigomi, gomiti chiusi","Colpisci il sacco con un diretto estendendo il braccio;Ruota il busto e il piede posteriore accompagnando il colpo;Riporta subito la mano in guardia;Respiro ritmico, espira sul colpo",Gomito bloccato in iperestensione all'impatto;Guardia che si abbassa dopo il colpo;Polso piegato all'impatto;Colpo di solo braccio senza rotazione del busto,Non colpire mai a polso piegato né a mani nude su sacco duro,,,,,boxe-diretto-al-sacco
EX589,Boxe diretto alternato,,cardio_metabolico,,corpo libero,casa;libero;palestra,spalle;pettorali;tricipiti;core,principiante;intermedio;avanzato,finisher,spalle;gomito,"spalle: colpi più corti, mani più basse. gomito: non estendere completamente, ferma il colpo prima del blocco articolare",EX053,"Guardia di boxe, piedi sfalsati, peso distribuito, pugni all'altezza degli zigomi",Estendi un braccio in diretto ruotando il busto;Richiama la mano in guardia e alterna con l'altro braccio;Il piede posteriore ruota accompagnando il colpo;Respiro ritmico e continuo,Gomito bloccato a fine colpo;Movimento di solo braccio senza torsione del busto;Guardia bassa tra un colpo e l'altro;Spalle alte verso le orecchie,Ferma il colpo prima dell'estensione completa: a vuoto non c'è nulla che assorba l'impatto,,,,,boxe-diretto-alternato
EX590,Boxe footwork,,cardio_metabolico,,corpo libero,casa;libero;palestra,polpacci;quadricipiti;glutei;core,principiante;intermedio;avanzato,riscaldamento,caviglie;ginocchia,"caviglie: rimbalzi più bassi, piedi che restano quasi a terra. ginocchia: spostamenti più corti e ritmo ridotto",EX589,"Guardia di boxe, ginocchia morbide, peso sull'avampiede, mani in guardia alta","Rimbalza sull'avampiede spostandoti avanti, indietro e di lato;I piedi non si incrociano mai;La guardia resta alta per tutto il lavoro;Respiro ritmico e continuo",Piedi che si incrociano;Talloni che si appoggiano a terra;Guardia che si abbassa;Spostamenti troppo ampi che tolgono equilibrio,Servono scarpe con buona presa: su superficie liscia il piede scivola,,,,,boxe-footwork
EX591,Boxe gancio,,cardio_metabolico,,corpo libero,casa;libero;palestra,spalle;pettorali;obliqui;core,principiante;intermedio;avanzato,finisher,spalle;lombare,"spalle: arco più corto, gomito meno alto. lombare: riduci la rotazione del busto e ruota di più sul piede",EX116,"Guardia di boxe, piedi sfalsati, gomiti chiusi, pugni all'altezza degli zigomi","Porta il pugno in arco orizzontale ruotando busto e piede;Il gomito resta piegato a circa novanta gradi per tutto l'arco;Richiama subito la mano in guardia;Respiro ritmico, espira sul colpo",Colpo portato di solo braccio senza rotazione;Gomito che si abbassa trasformando il gancio in uno schiaffo;Guardia opposta che si abbassa;Rotazione della schiena invece che dell'anca,"La rotazione parte dal piede e dall'anca, non dalla colonna",,,,,boxe-gancio
EX592,Boxe jab,,cardio_metabolico,,corpo libero,casa;libero;palestra,spalle;tricipiti;core,principiante;intermedio;avanzato,finisher,spalle;gomito,spalle: colpo più corto e più basso. gomito: ferma l'estensione prima del blocco articolare,EX589,"Guardia di boxe, piede debole avanti, pugni all'altezza degli zigomi, gomiti chiusi","Estendi il braccio avanzato in linea retta;Ruota leggermente il pugno a fine colpo;Richiama subito la mano lungo la stessa traiettoria;Respiro ritmico, espira sul colpo",Spalla che non protegge il mento durante il colpo;Braccio che torna per una traiettoria larga;Gomito bloccato in iperestensione;Busto che si sbilancia in avanti,Ferma il colpo prima dell'estensione completa: a vuoto non c'è nulla che lo assorba,,,,,boxe-jab
EX593,Burpee,,cardio_metabolico,,corpo libero,casa;libero;palestra,quadricipiti;glutei;pettorali;spalle;core,intermedio;avanzato,finisher,lombare;ginocchia;polsi;spalle,ginocchia/lombare: togli il salto finale e porta i piedi indietro un passo alla volta (versione EX054). polsi: appoggia sui pugni chiusi o su due manubri,EX054,"In piedi, piedi a larghezza anche, busto eretto, braccia lungo il corpo",Accovacciati appoggiando le mani a terra davanti ai piedi;Porta i piedi indietro in plank con un salto;Riporta i piedi alle mani e risali esplodendo in un salto verticale con braccia in alto;Atterra morbido e incatena la ripetizione,Bacino che si inarca nel plank;Atterraggio rigido a ginocchia bloccate;Spalle che si scrollano in alto;Ripetizioni che si sfaldano quando arriva la stanchezza,Quando la schiena inizia a cedere nel plank la serie è finita: chiudila invece di aggiungere ripetizioni,,,,,burpee
EX594,Burpee navy seal,,cardio_metabolico,,corpo libero,casa;libero;palestra,pettorali;tricipiti;spalle;core;quadricipiti;glutei,avanzato,finisher,lombare;spalle;polsi;ginocchia,lombare: togli il piegamento e resta al burpee semplice (EX593). spalle/polsi: piegamento sulle ginocchia o mani su rialzo,EX593,"In piedi, piedi a larghezza anche, braccia lungo il corpo","Accovacciati, mani a terra, porta i piedi indietro in plank;Esegui un piegamento completo scendendo col petto verso terra;Riporta i piedi alle mani e risali in piedi;Ritmo continuo, respiro ritmico",Bacino che sale o affonda durante il piegamento;Piegamento parziale;Schiena inarcata nel plank;Atterraggio pesante sui polsi,"È la versione più impegnativa della famiglia: senza un piegamento pulito a corpo fresco, resta su EX593",,,,,burpee-navy-seal
EX595,Calcio circolare sacco,,cardio_metabolico,,sacco,palestra,glutei;quadricipiti;obliqui;core;adduttori,intermedio;avanzato,finisher,ginocchia;anca;lombare,"ginocchia/anca: calcio più basso, al livello della coscia, e rotazione ridotta. lombare: non inarcare per guadagnare altezza, abbassa il bersaglio",EX591,"Guardia di boxe a distanza di calcio dal sacco, peso sull'avampiede, guardia alta","Ruota il piede d'appoggio e porta la gamba in traiettoria circolare verso il sacco;Colpisci con la tibia all'altezza del tronco;Richiama la gamba e torna in guardia;Respiro ritmico, espira sul colpo","Piede d'appoggio che non ruota, caricando il ginocchio in torsione;Colpire di punta invece che di tibia;Guardia che si abbassa durante il calcio;Cercare altezza inarcando la schiena",Il piede d'appoggio deve ruotare prima dell'impatto: è la torsione a ginocchio fermo che fa i danni,,,,,calcio-circolare-sacco
EX596,Camminata bear crawl,,cardio_metabolico,,corpo libero,casa;libero;palestra,spalle;core;quadricipiti;tricipiti,intermedio,finisher,spalle;polsi;lombare,"polsi: appoggia sui pugni chiusi o su due manubri. spalle: percorsi più corti con pause. lombare: ginocchia più vicine a terra, bacino basso",EX171,"A quattro appoggi, mani sotto le spalle, ginocchia sollevate di pochi centimetri da terra, schiena piatta","Avanza muovendo mano destra e piede sinistro insieme, poi gli opposti;Le ginocchia restano basse e non toccano mai terra;Il bacino resta all'altezza delle spalle senza oscillare;Respiro continuo, non trattenere",Bacino che si alza a candela;Ginocchia che toccano terra;Oscillazione laterale del bacino a ogni passo;Passi troppo lunghi che sbilanciano,Se i polsi danno fastidio passa agli appoggi sui pugni prima di ridurre la distanza,,,,,camminata-bear-crawl
EX597,Corsa X con conetti,,cardio_metabolico,,conetti,libero;palestra,quadricipiti;glutei;polpacci;adduttori;core,intermedio,riscaldamento,ginocchia;caviglie,"ginocchia: cambi di direzione più larghi e ritmo ridotto. caviglie: percorso più corto, appoggio pieno del piede nei cambi",EX606,"Quattro conetti disposti a rettangolo, in posizione atletica su uno degli angoli","Corri in diagonale verso il conetto opposto;Al conetto cambia direzione e attraversa il lato corto;Ripeti disegnando una X completa, poi inverti il senso;Respiro ritmico e continuo",Rallentare troppo prima del cambio di direzione;Ginocchio che cede all'interno nella svolta;Busto alto che rende la frenata instabile;Appoggi solo di punta nei cambi,Nei cambi di direzione il ginocchio segue la punta del piede: è lì che si concentra il rischio,corpo libero,"Senza conetti bastano quattro riferimenti a terra: bottiglie, scarpe o segni col nastro adesivo","Disponi quattro riferimenti a rettangolo e corri lo stesso percorso a X, cambiando direzione a ogni riferimento","Riferimenti troppo vicini, che riducono la corsa a passi;Oggetti su cui si può inciampare o scivolare",corsa-x-con-conetti
EX598,Corsa all'indietro,,cardio_metabolico,,corpo libero,casa;libero;palestra,quadricipiti;polpacci;glutei;core,principiante;intermedio,riscaldamento,caviglie;ginocchia,caviglie: passi più corti e ritmo lento. ginocchia: riduci la distanza e resta più eretto,EX605,"In piedi, busto leggermente inclinato in avanti, ginocchia morbide, spazio libero alle spalle",Corri all'indietro appoggiando sull'avampiede;Spingi indietro con la gamba d'appoggio senza sederti;Gira la testa a controllare il percorso a intervalli regolari;Respiro ritmico e continuo,Appoggiare di tallone;Busto che si inclina troppo indietro;Passi troppo lunghi che tolgono controllo;Correre senza mai controllare il percorso,Percorso libero e controllato prima di partire: è l'unico esercizio della zona in cui non vedi dove vai,,,,,corsa-all-indietro
EX599,Corsa falcata lunga,,cardio_metabolico,,corpo libero,casa;libero;palestra,glutei;ischiocrurali;quadricipiti;polpacci;core,intermedio;avanzato,riscaldamento,ischiocrurali;ginocchia;lombare,"ischiocrurali: falcata più contenuta e velocità ridotta, mai a freddo. lombare: busto più eretto, non aprire la falcata inarcando",EX601,"In piedi su un rettilineo libero, busto eretto, braccia sciolte",Corri allungando volontariamente la falcata;Spingi a terra con tutto il piede completando l'estensione dell'anca;Le braccia accompagnano ampie e rilassate;Respiro ritmico e continuo,Allungare la falcata portando avanti il piede invece di spingere indietro;Busto inarcato;Atterraggio di tallone davanti al baricentro;Eseguirla a freddo,"Mai a freddo: la falcata ampia mette in tensione gli ischiocrurali, che è dove si strappa",,,,,corsa-falcata-lunga
EX600,Corsa laterale scaletta agilità,,cardio_metabolico,,scaletta agilità,libero;palestra,polpacci;quadricipiti;glutei;adduttori;core,intermedio,riscaldamento,caviglie;ginocchia,"caviglie: ritmo lento, un piede per casella. ginocchia: mezzo squat meno profondo e spostamenti più corti",EX603,"In piedi di fianco alla scaletta, ginocchia morbide, peso sull'avampiede, busto leggermente inclinato",Entra ed esci dalle caselle spostandoti lateralmente;Appoggia sempre sull'avampiede con contatti rapidi;Il bacino resta basso e all'altezza costante;Respiro ritmico e continuo,Bacino che sale e scende a ogni casella;Piedi che toccano i pioli;Piedi che si incrociano;Guardare i piedi invece che avanti,Servono scarpe con buona presa: il contatto è rapido e di avampiede,corpo libero,La scaletta serve solo a scandire la distanza dei passi: si sostituisce con linee di nastro adesivo o con le fughe delle piastrelle,"Traccia sei o otto caselle a terra col nastro e ripeti lo stesso schema laterale, mantenendo appoggi di avampiede e bacino basso","Caselle troppo grandi, che trasformano i contatti rapidi in passi normali;Nastro che si stacca e fa scivolare",corsa-laterale-scaletta-agilita
EX601,Corsa passi corti,,cardio_metabolico,,corpo libero,casa;libero;palestra,polpacci;quadricipiti;flessori anca;core,principiante;intermedio;avanzato,riscaldamento,caviglie;ginocchia,caviglie: contatti meno rapidi e ampiezza ridotta. ginocchia: resta più eretto e riduci la frequenza,EX605,"In piedi, busto eretto, braccia piegate a novanta gradi, peso sull'avampiede","Corri con passi molto corti e frequenza alta;I piedi restano bassi, il contatto a terra è brevissimo;Le braccia accompagnano il ritmo dei piedi;Respiro ritmico e continuo",Allungare il passo perdendo la frequenza;Appoggio di tallone;Busto che si piega in avanti;Spalle rigide e braccia bloccate,"È un lavoro di frequenza, non di potenza: se il passo si allunga hai cambiato esercizio",,,,,corsa-passi-corti
EX602,Corsa resistenza con elastico,,cardio_metabolico,,elastico,casa;libero;palestra,glutei;quadricipiti;polpacci;core,intermedio;avanzato,finisher,lombare;ischiocrurali;ginocchia,lombare: elastico più leggero e busto meno inclinato. ischiocrurali: riduci la resistenza e non cercare la falcata massima,EX605,"Elastico in vita ancorato dietro, busto inclinato in avanti, elastico già in leggera tensione",Avanza contro la resistenza dell'elastico con passi decisi;Spingi a terra completando l'estensione dell'anca a ogni passo;Il busto resta inclinato in avanti e allineato;Nella GIF l'elastico è tenuto da un partner: da solo ancoralo dietro di te a un punto fisso e solido all'altezza della vita e avanza sul posto;Respiro ritmico e continuo,Busto che si raddrizza perdendo la spinta;Schiena inarcata invece che inclinata;Passi corti e trascinati;Elastico troppo forte che rompe la meccanica della corsa;Ancoraggio a un mobile che può spostarsi,Controlla l'ancoraggio prima di partire: un elastico che si sgancia in tensione torna indietro di colpo. Se l'elastico è troppo corto limita il passo invece di opporre resistenza,,,,,corsa-resistenza-con-elastico
EX603,Corsa scaletta agilità,,cardio_metabolico,,scaletta agilità,libero;palestra,polpacci;quadricipiti;flessori anca;core,principiante;intermedio,riscaldamento,caviglie;ginocchia,caviglie: ritmo lento e un solo appoggio per casella. ginocchia: alza meno il ginocchio e riduci la frequenza,EX600,"In piedi davanti alla scaletta, ginocchia morbide, peso sull'avampiede, braccia piegate",Avanza appoggiando i piedi dentro le caselle in successione rapida;Il contatto a terra è breve e di avampiede;Le braccia accompagnano il ritmo;Respiro ritmico e continuo,Piedi che toccano i pioli;Guardare i piedi invece che avanti;Contatti pesanti di tallone;Perdere il ritmo a metà scaletta,Servono scarpe con buona presa: il contatto è rapido e di avampiede,corpo libero,La scaletta serve solo a scandire la distanza dei passi: si sostituisce con linee di nastro adesivo o con le fughe delle piastrelle,Traccia sei o otto caselle a terra col nastro e avanza appoggiando i piedi dentro le caselle con la stessa frequenza,"Caselle troppo grandi, che trasformano i contatti rapidi in passi normali;Nastro che si stacca e fa scivolare",corsa-scaletta-agilita
EX604,Corsa sforbiciata,,cardio_metabolico,,corpo libero,casa;libero;palestra,quadricipiti;glutei;ischiocrurali;flessori anca;core,intermedio,riscaldamento,ischiocrurali;anca;ginocchia,"ischiocrurali: apertura ridotta e ritmo lento, mai a freddo. anca: forbice più stretta, resta nel range comodo",EX052,"In piedi, un piede avanti e uno indietro in posizione di affondo leggero, braccia opposte alle gambe","Cambia la posizione delle gambe con un salto, invertendo avanti e indietro;Le braccia si alternano in opposizione alle gambe;Atterra morbido sull'avampiede;Respiro ritmico e continuo",Atterraggio rigido a gambe tese;Apertura eccessiva a freddo;Busto che si piega in avanti;Braccia che non accompagnano,Mai a freddo: l'apertura rapida della forbice tende gli ischiocrurali,,,,,corsa-sforbiciata
EX605,Corsa sul posto,,cardio_metabolico,,corpo libero,casa;libero;palestra,polpacci;quadricipiti;flessori anca;core,principiante;intermedio;avanzato,riscaldamento,caviglie;ginocchia,caviglie: contatti più morbidi e ritmo ridotto. ginocchia: riduci ancora l'alzata e limita la corsa a una marcia sul posto,EX114,"In piedi, busto eretto, braccia piegate e libere di oscillare lungo i fianchi, peso sull'avampiede","Corri sul posto tenendo il ginocchio basso: la coscia resta ben sotto la linea orizzontale;Il piede si stacca appena da terra e riappoggia di avampiede;Le braccia oscillano alternate alle gambe come nella corsa;Ritmo leggero e continuo, respiro regolare","Alzare il ginocchio fino all'altezza dell'anca, trasformando la corsetta in uno skip (è EX613);Atterraggio pesante di tallone;Busto che si piega in avanti;Braccia bloccate lungo il corpo","È l'andatura più blanda della famiglia: serve a scaldare e a tenere il ritmo, non a stancare. Adatta anche a spazi piccoli",,,,,corsa-sul-posto
EX606,Corsa zigzag con conetti,,cardio_metabolico,,conetti,libero;palestra,quadricipiti;glutei;adduttori;polpacci;core,intermedio,riscaldamento,ginocchia;caviglie,ginocchia: conetti più distanziati e cambi meno secchi. caviglie: percorso più corto e ritmo ridotto,EX597,"Conetti allineati a distanza regolare, in posizione atletica davanti al primo",Corri superando i conetti alternando i lati in zigzag;Alza il ginocchio nel superare ogni conetto;Il bacino resta basso nei cambi di direzione;Respiro ritmico e continuo,Ginocchio che cede all'interno nel cambio di direzione;Busto alto che rende instabile la svolta;Toccare o spostare i conetti;Rallentare fino a camminare,Nei cambi di direzione il ginocchio segue la punta del piede,corpo libero,"I conetti marcano solo i punti da aggirare: bastano bottiglie, scarpe o segni col nastro adesivo",Allinea cinque o sei riferimenti a distanza regolare e corri lo stesso zigzag alternando i lati,"Riferimenti troppo vicini, che riducono la corsa a passi laterali;Oggetti che rotolano o su cui si può inciampare",corsa-zigzag-con-conetti
EX607,Jumping jack,,cardio_metabolico,,corpo libero,casa;libero;palestra,spalle;adduttori;abduttori;polpacci;quadricipiti,principiante;intermedio;avanzato,finisher,caviglie;ginocchia;spalle,caviglie/ginocchia: versione low-impact aprendo un piede per volta senza saltare (EX048). spalle: braccia che salgono solo fino all'altezza delle spalle,EX048,"In piedi, piedi uniti, braccia lungo i fianchi, spalle rilassate",Salta aprendo le gambe e portando le braccia sopra la testa;Salta di nuovo richiudendo gambe e braccia nella posizione di partenza;Atterra sempre morbido sull'avampiede;Respiro ritmico e continuo,Atterraggio pesante sui talloni;Ginocchia rigide all'atterraggio;Braccia che si aprono solo a metà;Spalle che si scrollano verso le orecchie,"Se le caviglie o le ginocchia danno fastidio passa a EX048, che è la stessa famiglia senza salto",,,,,jumping-jack
EX608,Jumping rimbalzato,,cardio_metabolico,,corpo libero,casa;libero;palestra,polpacci;adduttori;abduttori;spalle,principiante;intermedio,finisher,caviglie;ginocchia,caviglie: rimbalzi più bassi e ritmo ridotto. ginocchia: apertura delle gambe più contenuta,EX607,"In piedi, piedi uniti, braccia lungo i fianchi, ginocchia morbide",Rimbalza sull'avampiede aprendo e chiudendo le gambe;Le braccia si aprono lateralmente fino all'altezza delle spalle;I talloni non appoggiano mai del tutto;Respiro ritmico e continuo,Rimbalzi che diventano salti alti e pesanti;Talloni che sbattono a terra;Ginocchia bloccate;Braccia che superano l'altezza delle spalle perdendo il ritmo,È un lavoro di elasticità della caviglia: se il rimbalzo diventa un salto hai cambiato esercizio,,,,,jumping-rimbalzato
EX609,Salti laterali rapidi,,cardio_metabolico,,corpo libero,casa;libero;palestra,glutei;quadricipiti;polpacci;adduttori;core,intermedio,finisher,ginocchia;caviglie,ginocchia: salti più corti o passo laterale senza stacco (EX050). caviglie: ampiezza ridotta e atterraggio su tutto il piede,EX050,"In piedi in posizione atletica, ginocchia morbide, peso sull'avampiede",Salta lateralmente da un piede all'altro atterrando in equilibrio;Assorbi l'atterraggio piegando ginocchio e anca;Riparti subito nella direzione opposta;Respiro ritmico e continuo,Ginocchio che cede all'interno in atterraggio;Atterraggio rigido a gamba tesa;Busto che si raddrizza perdendo l'assetto atletico;Salti sempre più corti con l'affaticamento,L'atterraggio su una gamba sola è il punto critico: se il ginocchio cede all'interno riduci l'ampiezza,,,,,salti-laterali-rapidi
EX610,Salto con la corda,,cardio_metabolico,,corda per saltare,casa;libero;palestra,polpacci;quadricipiti;spalle;avambracci;core,principiante;intermedio;avanzato,finisher,caviglie;ginocchia;polpacci,"caviglie/polpacci: serie più brevi con pause, salti più bassi. ginocchia: salto minimo, quanto basta a far passare la corda",EX607,"In piedi, corda dietro i talloni, gomiti vicini al corpo, polsi rilassati","Fai girare la corda con i polsi, non con le braccia;Salta appena quanto serve a farla passare;Atterra sull'avampiede con ginocchia morbide;Respiro ritmico e continuo",Salti troppo alti che stancano inutilmente;Rotazione con tutto il braccio invece che di polso;Atterraggio di tallone;Ginocchia bloccate all'atterraggio,Il polpaccio è la zona che cede per prima: meglio più serie brevi che una lunga,,,,,salto-con-la-corda
EX611,Skip con calcio,,cardio_metabolico,,corpo libero,casa;libero;palestra,quadricipiti;flessori anca;ischiocrurali;polpacci;core,intermedio,riscaldamento,ischiocrurali;ginocchia;anca,"ischiocrurali: estensione della gamba ridotta, mai a freddo. ginocchia: skip normale senza il calcio finale",EX049,"In piedi, busto eretto, braccia piegate, peso sull'avampiede",Alza il ginocchio e da lì estendi la gamba in avanti in un calcio controllato;Riporta il piede a terra e alterna;Il busto resta eretto per tutto il movimento;Respiro ritmico e continuo,Calcio lanciato di slancio invece che controllato;Busto che si piega indietro per compensare;Ginocchio che non sale prima del calcio;Eseguirlo a freddo,Il calcio parte dal ginocchio alto e resta controllato: lanciato a freddo è un modo tipico di stirare gli ischiocrurali,,,,,skip-con-calcio
EX612,Skip power,,cardio_metabolico,,corpo libero,casa;libero;palestra,glutei;quadricipiti;polpacci;flessori anca;core,intermedio;avanzato,finisher,ginocchia;caviglie;lombare,"ginocchia/caviglie: riduci la spinta verticale e resta sullo skip semplice (EX613). lombare: busto eretto, non inarcare per guadagnare altezza",EX613,"In piedi, busto eretto, braccia piegate e pronte a spingere verso l'alto, peso sull'avampiede, ginocchia morbide","Alza il ginocchio e insieme spingi con forza sul piede d'appoggio staccando da terra;Cerca l'altezza a ogni ripetizione, non la frequenza;Atterra morbido sull'avampiede e riparti;Respiro ritmico e continuo",Cercare frequenza invece di spinta;Atterraggio rigido a ginocchio bloccato;Busto inarcato all'indietro;Braccia che non accompagnano la spinta,"È la variante più impegnativa della famiglia skip: serve una superficie che assorba, e quando la spinta verticale cala la serie è finita",,,,,skip-power
EX613,Skip sul posto,,cardio_metabolico,,corpo libero,casa;libero;palestra,flessori anca;quadricipiti;polpacci;core,principiante;intermedio;avanzato,riscaldamento,caviglie;ginocchia,caviglie: contatti più morbidi e ritmo ridotto. ginocchia: abbassa le mani di riferimento e alza il ginocchio solo fin dove è comodo,EX049,"In piedi, busto eretto, avambracci orizzontali all'altezza dell'ombelico con i palmi rivolti a terra, peso sull'avampiede","Alza il ginocchio fino a toccare il palmo della mano corrispondente: la coscia arriva all'orizzontale;Le mani restano ferme e fanno da riferimento di altezza per tutta la serie;Appoggia di avampiede e alterna la gamba, il piede resta basso senza fase di volo;Respiro ritmico e continuo","Ginocchio che resta basso e non arriva alla mano, riducendo l'esercizio alla corsetta sul posto (è EX605);Mani che scendono incontro al ginocchio invece di restare ferme;Busto che si piega indietro per far salire la coscia;Appoggio pesante di tallone","L'altezza la dettano le mani ferme, non il ginocchio: se le mani scendono l'esercizio perde il proprio riferimento e diventa un'altra cosa",,,,,skip-sul-posto
EX614,Spostamento laterale con tocco a terra,,cardio_metabolico,,corpo libero,casa;libero;palestra,glutei;quadricipiti;adduttori;ischiocrurali;core,intermedio,finisher,lombare;ginocchia;caviglie,lombare: scendi meno e tocca il ginocchio invece del piede. ginocchia: passo laterale più corto e discesa parziale,EX050,"In piedi in posizione atletica, piedi a larghezza spalle, ginocchia morbide","Sposta il peso lateralmente su una gamba piegando ginocchio e anca;Scendi e tocca con la mano opposta il piede della gamba caricata;Risali spingendo col tallone e ripeti dall'altro lato;Respiro continuo, espira nella risalita",Scendere arrotondando la schiena invece di piegare l'anca;Ginocchio che cede all'interno;Tocco cercato flettendo solo il busto;Risalita a strappo,"La discesa è un piegamento di anca e ginocchio, non una flessione della schiena: se non arrivi al piede tocca il ginocchio",,,,,spostamento-laterale-con-tocco-a-terra
EX615,Adduzione anca decubito laterale gamba tesa,,isolamento,adduttori,corpo libero,casa;libero;palestra,adduttori,principiante;intermedio,principale;recupero,lombare,"lombare: riduci l escursione, tieni il core attivo e il bacino fermo",EX201,"Decubito laterale, appoggio sull avambraccio, anche e spalle impilate; gamba di sopra tesa e sollevata verso l alto, gamba di sotto distesa a terra e ruotata leggermente verso l esterno","Solleva la gamba di sotto tesa verso quella di sopra;Pausa 1 sec in massima contrazione, ginocchio bloccato;Scendi controllato senza appoggiare il tallone tra le ripetizioni;Il bacino resta impilato per tutta la serie",Bacino che rotola indietro per guadagnare escursione;Ginocchio della gamba che lavora piegato;Slancio al posto del sollevamento controllato;Tallone che si appoggia a ogni ripetizione e azzera la tensione,La spinta parte dall interno coscia NON dalla lombare: se la schiena si inarca l escursione richiesta e troppa,,,,,adduzione-anca-decubito-laterale-gamba-tesa
EX616,Affondo avanti alternato,,dominante ginocchia,quadricipiti,corpo libero,casa;libero;palestra,quadricipiti;glutei;ischiocrurali,principiante;intermedio,principale;finisher,ginocchia;equilibrio,ginocchia: riduci la profondita e non superare la verticale della punta con il ginocchio avanti; equilibrio: appoggia una mano a una parete,EX015,"In piedi, piedi a larghezza anche, mani sui fianchi, busto eretto e sguardo avanti",Fai un passo avanti e scendi finche entrambe le ginocchia sono a circa 90 gradi;Il ginocchio dietro sfiora il pavimento senza appoggiarlo;Spingi dal tallone del piede avanti per tornare in piedi;Ripeti alternando la gamba a ogni ripetizione,Busto che si inclina avanti sul passo;Ginocchio avanti che supera abbondantemente la punta del piede;Passo troppo corto che scarica tutto sul ginocchio;Ginocchio dietro sbattuto a terra,Il passo va misurato prima di scendere: un passo corto sposta il carico dai glutei al ginocchio,,,,,affondo-avanti-alternato
